Name,Date,Amount
User_1024,2018-12-10,109.81
User_1443,2022-05-24,91.31
User_1487,2014-08-09,109.67
User_1553,2024-02-26,98.86
User_1196,2023-01-18,98.7
User_1940,2022-05-29,94.67
User_1025,2020-06-27,106.1
User_1672,2020-06-27,91.85
User_434,2016-06-24,109.54
User_459,2023-11-01,95.33
User_481,2016-02-27,100.11
User_1887,2022-05-12,105.59
User_650,2022-12-14,106.6
User_56,2024-01-28,93.91
User_1609,2018-06-09,90.26
User_961,2017-11-13,107.01
User_917,2023-04-23,92.65
User_1043,2022-08-06,96.22
User_815,2018-08-24,101.71
User_723,2017-10-24,102.7
User_277,2022-08-12,108.65
User_1269,2021-06-19,100.93
User_1280,2021-04-06,92.5
User_1034,2018-02-09,99.34
User_950,2018-04-28,93.18
User_1398,2017-01-29,101.6
User_279,2019-09-27,102.56
User_959,2022-10-30,93.66
User_1850,2015-01-04,97.22
User_1464,2016-07-29,92.24
User_1997,2023-11-25,108.29
User_1606,2018-04-20,97.7
User_1353,2017-07-02,96.15
User_1597,2015-05-17,90.62
User_1774,2023-12-17,107.26
User_1714,2019-07-19,96.6
User_649,2016-02-22,106.64
User_1968,2023-02-14,100.37
User_665,2014-11-20,101.99
User_1352,2019-02-06,93.47
User_1924,2018-07-18,104.08
User_1006,2022-11-15,102.33
User_35,2016-08-19,99.68
User_463,2016-10-05,93.94
User_45,2024-02-12,98.97
User_120,2019-02-14,104.26
User_585,2021-09-15,108.09
User_213,2015-05-02,96.74
User_1457,2018-12-01,109.12
User_447,2014-05-15,100.95
User_809,2018-07-23,98.68
User_340,2021-11-12,108.77
User_1697,2016-05-18,91.53
User_1832,2022-06-13,109.44
User_1195,2017-02-24,95.41
User_1229,2016-02-22,99.86
User_31,2020-02-17,109.36
User_1066,2017-06-06,101.42
User_397,2024-02-22,106.9
User_1398,2023-08-18,107.9
User_1278,2015-10-15,106.9
User_1192,2020-12-31,92.11
User_1739,2015-09-20,99.02
User_187,2020-07-28,105.04
User_429,2014-10-30,100.13
User_1125,2023-08-26,105.8
User_1898,2022-01-31,98.35
User_388,2018-10-09,106.32
User_1675,2021-02-12,105.33
User_1819,2015-03-10,109.03
User_1702,2022-01-02,101.69
User_1432,2018-10-12,103.45
User_545,2019-07-31,98.37
User_1817,2023-01-14,93.99
User_1505,2014-06-14,96.91
User_629,2017-05-13,97.17
User_200,2018-07-12,93.37
User_1838,2015-10-19,91.43
User_122,2017-09-23,107.07
User_1049,2019-02-13,92.42
User_1901,2017-07-04,96.33
User_1629,2014-11-05,95.18
User_933,2018-11-25,102.49
User_293,2021-08-02,104.08
User_221,2024-01-27,102.4
User_225,2016-12-15,106.77
User_754,2017-05-14,93.68
User_1383,2014-11-05,106.82
User_1991,2017-01-27,96.72
User_122,2014-08-08,102.19
User_28,2021-08-10,108.8
User_183,2021-07-19,91.37
User_1423,2016-06-20,106.06
User_1893,2023-10-21,92.94
User_801,2017-03-11,93.08
User_1142,2019-04-29,94.17
User_1344,2019-08-07,100.96
User_83,2018-06-24,92.96
User_1022,2023-12-18,95.76
User_1755,2019-09-14,94.11
User_1131,2016-02-13,99.59
User_423,2016-01-08,103.95
User_1803,2017-09-13,91.59
User_1044,2016-08-10,103.99
User_1754,2020-06-26,109.73
User_626,2016-11-30,102.64
User_1588,2016-12-02,99.27
User_1366,2021-12-10,99.48
User_709,2019-09-05,100.27
User_838,2019-09-19,96.87
User_947,2017-12-31,107.03
User_1665,2023-08-02,100.51
User_1833,2021-10-05,105.9
User_1930,2021-11-11,104.9
User_437,2018-12-21,107.99
User_1469,2020-06-07,104.17
User_829,2023-08-26,104.26
User_1971,2018-02-17,94.2
User_664,2015-04-20,98.5
User_524,2022-01-22,107.87
User_618,2023-12-10,95.68
User_1984,2021-01-11,91.98
User_682,2022-09-23,95.11
User_737,2017-08-06,92.81
User_213,2020-03-30,96.51
User_1374,2017-12-12,96.26
User_615,2017-12-14,109.6
User_977,2022-10-15,107.1
User_1761,2021-09-23,97.35
User_1323,2017-03-11,95.6
User_1804,2020-09-07,92.03
User_1156,2019-12-31,93.07
User_95,2015-10-23,100.88
User_1690,2020-04-16,104.56
User_931,2016-04-29,90.33
User_218,2020-05-02,103.62
User_1414,2022-05-10,108.07
User_332,2019-01-19,99.97
User_55,2020-11-02,101.16
User_1783,2017-11-09,101.57
User_582,2022-02-17,91.42
User_1675,2021-01-13,102.31
User_54,2023-12-01,108.01
User_1539,2014-11-17,102.89
User_1066,2021-10-20,108.04
User_744,2023-01-29,94.67
User_1374,2022-05-05,93.39
User_91,2018-11-06,93.45
User_650,2024-04-10,99.4
User_362,2017-12-05,102.51
User_1714,2015-04-23,109.21
User_1147,2023-02-03,100.93
User_1693,2023-09-04,104.6
User_1106,2017-04-09,100.34
User_1002,2018-03-08,99.54
User_474,2020-08-27,97.53
User_1285,2018-08-19,97.57
User_1495,2016-11-10,101.79
User_1215,2024-01-25,93.44
User_49,2021-04-25,90.41
User_543,2023-05-30,108.29
User_1917,2016-01-17,95.64
User_1701,2014-12-01,103.87
User_188,2016-02-08,90.23
User_599,2015-01-08,103.38
User_1683,2021-08-25,101.3
User_1777,2016-08-13,104.84
User_1699,2021-09-17,100.46
User_538,2017-10-07,107.36
User_1171,2020-08-08,94.33
User_929,2020-05-20,99.43
User_273,2023-05-07,103.17
User_505,2015-06-15,100.33
User_901,2022-12-13,94.41
User_509,2016-10-22,107.57
User_475,2016-07-20,109.54
User_1939,2024-01-21,105.84
User_1575,2020-05-08,100.6
User_876,2016-01-11,90.67
User_1353,2021-08-15,90.64
User_7,2017-05-10,97.59
User_1777,2015-07-25,104.38
User_1362,2019-06-04,104.47
User_874,2018-04-19,100.1
User_1648,2021-12-09,95.71
User_1784,2014-07-03,93.78
User_535,2022-02-10,105.38
User_1646,2017-08-06,106.88
User_1974,2022-01-29,98.52
User_1559,2015-04-14,108.7
User_1055,2021-09-07,104.86
User_592,2021-04-02,105.55
User_741,2021-11-17,109.7
User_1324,2021-03-03,108.45
User_845,2024-03-14,107.16
User_273,2021-11-21,102.92
User_1816,2020-07-30,94.59
User_1654,2021-06-28,92.43
User_1568,2017-08-17,105.92
User_774,2022-01-14,109.62
User_802,2023-03-13,97.34
User_1582,2015-03-06,108.66
User_559,2014-12-15,96.46
User_945,2015-07-15,104.95
User_968,2016-07-13,100.6
User_440,2021-02-28,107.28
User_449,2014-11-23,94.36
User_378,2018-03-14,94.87
User_1527,2018-05-14,105.46
User_1000,2018-06-07,108.92
User_1347,2020-04-10,99.55
User_221,2015-01-10,108.22
User_1549,2023-12-18,107.64
User_1820,2020-07-12,95.27
User_1355,2016-09-11,108.53
User_308,2022-05-01,91.83
User_328,2018-08-12,95.71
User_1788,2017-09-19,106.1
User_1122,2020-12-18,98.12
User_348,2021-08-27,93.59
User_200,2016-11-09,103.68
User_1135,2015-09-13,109.0
User_776,2014-08-17,107.82
User_1440,2019-08-28,107.85
User_34,2016-07-27,92.1
User_688,2021-07-07,109.19
User_1533,2024-05-05,92.27
User_237,2015-05-08,101.33
User_1043,2022-01-27,103.41
User_40,2014-06-25,108.54
User_1253,2016-09-15,104.25
User_711,2023-07-11,99.5
User_37,2022-09-14,101.31
User_157,2017-11-06,95.46
User_1067,2021-10-12,101.08
User_858,2020-03-10,93.62
User_1942,2022-05-31,109.02
User_827,2021-05-20,101.15
User_988,2023-06-25,94.52
User_882,2022-10-15,109.97
User_855,2023-04-14,97.72
User_1614,2015-12-23,102.56
User_1760,2021-03-20,95.27
User_1124,2021-11-04,90.22
User_558,2015-04-12,109.88
User_329,2022-08-07,109.13
User_1134,2021-10-23,109.27
User_1023,2022-01-19,93.01
User_1422,2019-06-21,104.2
User_1909,2019-05-27,91.53
User_1998,2014-06-05,106.34
User_1775,2015-01-27,92.24
User_989,2022-08-02,108.43
User_1502,2020-06-11,95.54
User_1357,2018-12-29,109.9
User_785,2023-10-28,106.75
User_401,2020-06-26,94.35
User_310,2017-06-05,90.52
User_1475,2018-04-09,105.02
User_1918,2017-01-15,109.06
User_1012,2022-03-04,103.33
User_879,2023-02-28,99.69
User_1260,2017-06-14,109.65
User_858,2019-06-24,109.53
User_377,2019-04-14,102.35
User_1783,2014-10-30,105.12
User_1641,2019-05-11,102.67
User_869,2020-09-19,100.33
User_1518,2017-11-30,101.44
User_1136,2021-11-05,100.17
User_1283,2023-01-02,106.92
User_1982,2017-05-02,106.93
User_1149,2021-08-22,92.36
User_466,2017-06-22,101.05
User_1464,2017-04-28,94.59
User_1467,2016-06-29,105.86
User_975,2020-10-04,106.36
User_578,2022-10-17,105.64
User_361,2022-07-25,105.12
User_1898,2022-12-13,91.07
User_1494,2018-10-15,93.91
User_1048,2015-05-25,103.13
User_1012,2015-07-27,106.9
User_680,2014-09-17,101.25
User_1437,2019-08-05,99.64
User_1552,2016-12-05,104.29
User_1193,2020-09-03,107.1
User_77,2022-07-04,106.83
User_826,2019-09-10,95.98
User_1801,2018-03-15,107.09
User_475,2017-08-06,100.74
User_1425,2014-06-12,109.36
User_795,2019-06-09,96.68
User_1502,2021-01-09,107.32
User_295,2020-12-14,100.16
User_1745,2018-12-04,105.98
User_174,2020-01-13,92.36
User_879,2017-04-22,103.23
User_818,2019-02-25,108.88
User_727,2016-12-25,95.58
User_1771,2018-03-11,102.92
User_626,2020-08-20,91.19
User_776,2018-04-04,102.06
User_260,2022-02-22,99.32
User_1043,2023-06-05,108.69
User_1138,2020-12-25,97.2
User_1651,2022-06-15,93.25
User_144,2020-02-20,101.98
User_891,2016-07-28,108.0
User_251,2020-06-09,109.25
User_465,2021-03-28,96.97
User_102,2015-12-23,108.57
User_1947,2015-01-27,98.47
User_83,2022-01-16,94.87
User_1156,2022-10-01,107.61
User_1325,2019-09-25,104.18
User_1598,2018-12-18,92.39
User_1555,2014-08-04,104.24
User_929,2021-03-05,109.81
User_1772,2017-03-07,93.08
User_1971,2022-09-27,103.7
User_1957,2014-05-14,93.55
User_1228,2018-05-22,92.85
User_960,2015-01-01,109.05
User_968,2017-01-28,92.89
User_1301,2020-09-11,90.45
User_1979,2024-01-03,106.37
User_1744,2017-02-06,91.54
User_337,2022-02-18,91.48
User_1270,2016-09-09,99.06
User_984,2023-05-28,92.87
User_2000,2014-06-25,97.39
User_1408,2018-08-05,97.41
User_881,2022-08-10,100.25
User_414,2016-05-09,94.27
User_19,2017-11-12,98.26
User_1870,2018-03-30,101.45
User_1599,2024-03-15,98.28
User_89,2022-08-25,94.42
User_1777,2016-09-08,99.87
User_829,2018-03-18,93.32
User_500,2016-10-11,106.66
User_1336,2023-12-25,94.62
User_1635,2018-11-26,93.8
User_1737,2022-05-29,98.37
User_1401,2017-01-21,94.52
User_171,2014-07-22,108.36
User_203,2016-06-05,103.44
User_1630,2021-11-06,106.72
User_1356,2021-08-03,100.8
User_1496,2018-02-06,109.6
User_193,2022-01-17,91.88
User_870,2021-08-30,96.76
User_933,2019-06-25,93.74
User_1345,2015-03-07,106.75
User_773,2019-09-14,91.28
User_343,2020-06-01,96.99
User_1157,2015-08-14,98.25
User_705,2019-08-09,96.64
User_60,2018-07-21,94.72
User_719,2021-06-13,104.33
User_1051,2018-02-25,93.04
User_1032,2018-05-03,95.93
User_757,2023-08-22,91.63
User_1227,2016-01-02,93.85
User_155,2023-06-07,108.09
User_677,2023-01-21,106.86
User_889,2017-01-11,91.68
User_717,2022-11-09,104.73
User_1167,2014-10-20,94.21
User_1442,2017-12-27,96.23
User_615,2016-03-22,105.8
User_63,2020-06-11,96.37
User_335,2022-06-24,99.71
User_1996,2017-07-16,98.8
User_1739,2018-12-03,103.82
User_1765,2019-06-06,101.47
User_1602,2021-08-22,98.74
User_395,2019-05-22,100.71
User_552,2018-05-02,92.8
User_1158,2024-03-16,102.79
User_1738,2017-10-21,91.58
User_107,2020-08-31,90.19
User_1244,2021-10-28,104.64
User_1497,2021-12-02,96.49
User_1466,2016-03-03,107.12
User_626,2021-04-04,93.91
User_492,2022-04-12,95.01
User_805,2023-04-28,93.94
User_1521,2021-11-14,96.95
User_1177,2018-03-19,108.18
User_210,2015-11-08,100.33
User_1263,2015-03-21,105.61
User_695,2016-03-12,104.24
User_1034,2016-11-24,92.16
User_1666,2022-02-23,97.58
User_1026,2017-02-24,104.03
User_19,2017-08-01,98.75
User_1939,2023-06-04,94.2
User_212,2016-06-25,107.31
User_1628,2022-09-15,90.8
User_1918,2016-02-19,93.97
User_1822,2021-09-23,96.71
User_1700,2020-12-25,90.14
User_13,2022-02-11,98.17
User_175,2015-06-18,97.68
User_827,2020-07-08,107.38
User_1378,2018-08-26,106.27
User_163,2024-01-03,109.27
User_1837,2020-03-12,90.45
User_1915,2015-10-03,107.46
User_157,2022-06-20,105.86
User_779,2023-02-15,97.33
User_717,2016-02-16,91.24
User_1448,2015-10-10,100.38
User_1919,2017-11-30,100.08
User_1384,2014-09-14,93.73
User_896,2019-01-05,106.85
User_1702,2018-10-02,99.5
User_907,2016-10-25,99.71
User_1113,2016-03-30,101.02
User_1462,2015-07-26,109.08
User_1442,2023-07-24,106.41
User_193,2019-07-11,100.94
User_1966,2017-02-28,105.75
User_1986,2017-04-29,107.79
User_18,2017-08-11,100.92
User_282,2016-08-08,106.62
User_1894,2021-03-18,109.87
User_138,2017-11-01,105.58
User_1202,2022-04-10,91.58
User_1783,2018-12-09,96.15
User_227,2024-04-15,94.48
User_1176,2020-08-14,105.66
User_1871,2014-10-31,100.51
User_1957,2014-06-29,106.34
User_643,2022-03-16,99.76
User_1818,2017-07-05,97.72
User_980,2024-02-13,104.94
User_201,2024-03-14,109.11
User_250,2018-09-26,103.24
User_539,2020-03-19,108.56
User_70,2014-08-10,105.07
User_740,2019-06-05,96.55
User_569,2017-11-18,95.0
User_1855,2016-06-21,109.82
User_1386,2022-12-17,90.9
User_1938,2019-04-15,102.73
User_1068,2017-03-01,103.9
User_1612,2016-10-09,94.7
User_527,2022-03-04,93.9
User_165,2022-12-01,96.59
User_751,2018-11-16,92.01
User_1701,2014-08-16,94.31
User_461,2015-05-26,101.85
User_409,2017-02-04,108.73
User_1602,2016-03-08,108.51
User_411,2019-01-10,102.62
User_630,2020-11-17,99.93
User_915,2019-12-25,108.93
User_676,2024-02-07,92.62
User_1143,2020-12-29,96.56
User_56,2019-09-21,109.63
User_359,2022-07-12,94.32
User_1400,2020-09-28,95.24
User_700,2014-11-24,100.72
User_512,2014-10-24,97.66
User_1600,2018-05-04,97.71
User_1401,2023-07-30,93.82
User_1647,2021-11-07,90.05
User_1969,2015-07-16,101.77
User_652,2017-10-29,99.01
User_455,2019-01-28,98.84
User_421,2015-12-12,106.7
User_582,2024-02-03,91.08
User_1912,2018-09-14,91.15
User_1343,2017-12-29,97.76
User_1951,2018-02-08,100.26
User_1547,2015-10-24,105.44
User_424,2022-05-06,102.79
User_1992,2020-09-19,101.24
User_1207,2021-09-11,107.34
User_1739,2023-03-22,104.32
User_1887,2018-01-20,108.08
User_1288,2023-12-21,102.15
User_1997,2016-03-07,104.37
User_289,2022-05-02,102.97
User_1159,2014-08-18,104.98
User_1228,2023-12-26,92.6
User_369,2016-03-30,107.45
User_1567,2023-08-26,91.48
User_1605,2023-10-27,92.74
User_849,2014-12-16,104.33
User_1070,2019-02-26,106.02
User_48,2021-05-21,96.48
User_919,2015-09-11,98.82
User_1886,2020-12-18,108.8
User_1423,2014-11-08,98.59
User_246,2014-06-01,98.54
User_606,2018-11-25,92.16
User_317,2015-01-12,101.94
User_290,2023-11-01,98.66
User_218,2020-10-06,99.67
User_1163,2018-05-19,105.08
User_196,2022-02-25,97.45
User_1103,2018-04-26,98.45
User_1656,2017-03-05,107.84
User_1943,2021-11-06,95.63
User_1831,2023-01-17,97.21
User_857,2017-09-10,109.41
User_1887,2021-10-08,100.57
User_364,2017-06-19,92.95
User_781,2019-10-31,92.65
User_312,2019-08-09,103.37
User_485,2017-06-30,97.47
User_220,2022-04-16,94.22
User_458,2024-01-28,90.99
User_1857,2019-02-19,106.47
User_961,2021-07-08,94.78
User_907,2023-04-10,100.96
User_1008,2023-10-24,98.16
User_911,2015-02-06,106.56
User_1126,2018-06-20,100.68
User_405,2021-12-07,91.09
User_699,2017-07-27,98.6
User_307,2021-04-08,100.14
User_1940,2018-05-08,98.88
User_420,2019-05-26,95.61
User_1901,2015-10-16,104.32
User_1127,2022-02-13,104.57
User_547,2017-02-17,103.77
User_1751,2014-10-18,102.0
User_616,2014-12-30,105.0
User_59,2019-05-22,96.26
User_1624,2024-03-30,108.29
User_936,2023-09-09,104.44
User_565,2016-10-07,105.09
User_1716,2016-12-21,98.02
User_889,2014-10-14,109.69
User_1380,2018-03-14,96.55
User_1201,2024-03-31,100.61
User_165,2020-06-19,93.29
User_1404,2021-12-13,106.5
User_1175,2018-01-24,91.54
User_183,2023-12-08,95.9
User_973,2019-12-21,100.18
User_1472,2023-04-17,103.3
User_1900,2023-01-29,101.98
User_286,2015-04-09,92.55
User_1379,2021-02-14,102.88
User_1228,2017-01-15,94.68
User_1656,2022-08-30,107.77
User_1832,2017-09-16,107.62
User_529,2015-07-22,101.7
User_1609,2017-08-17,107.43
User_1132,2024-03-31,107.03
User_1807,2016-05-13,106.92
User_672,2017-12-15,109.57
User_1236,2017-11-12,91.17
User_608,2023-06-13,104.35
User_212,2016-04-10,104.21
User_1880,2020-12-26,92.16
User_562,2018-01-18,95.15
User_696,2018-05-25,95.91
User_481,2021-04-26,106.66
User_1678,2022-01-08,95.63
User_154,2022-05-15,106.21
User_1433,2021-12-08,96.82
User_746,2023-11-30,95.71
User_1506,2022-04-28,95.04
User_344,2023-06-06,95.75
User_648,2014-09-12,101.27
User_656,2017-08-05,97.17
User_418,2023-03-29,101.12
User_1945,2019-11-19,109.61
User_5,2021-12-30,99.42
User_514,2019-05-11,103.54
User_1678,2020-04-02,92.68
User_1122,2019-05-08,101.74
User_1650,2018-11-18,105.88
User_1411,2022-02-09,95.44
User_13,2023-07-11,109.62
User_468,2019-05-27,93.1
User_378,2016-11-22,93.95
User_1605,2024-03-06,91.24
User_217,2016-07-02,107.69
User_1515,2014-12-05,104.5
User_1276,2015-08-12,109.3
User_378,2020-01-01,93.33
User_290,2016-01-20,100.43
User_1461,2023-09-06,107.66
User_395,2022-11-18,106.51
User_317,2022-03-01,97.39
User_712,2020-01-27,107.13
User_318,2018-05-27,105.0
User_211,2021-03-20,108.63
User_1008,2020-03-25,93.14
User_1060,2021-05-18,103.18
User_505,2015-06-20,95.09
User_614,2024-03-13,93.62
User_1355,2015-02-16,93.81
User_1014,2016-09-27,102.7
User_996,2019-01-12,95.18
User_119,2021-06-08,99.71
User_400,2018-07-20,106.49
User_1574,2020-02-23,94.64
User_405,2023-03-03,97.18
User_1893,2023-04-10,109.46
User_1370,2023-12-07,97.06
User_161,2017-10-15,98.95
User_997,2018-06-17,99.47
User_1677,2020-06-08,94.38
User_1139,2023-03-15,94.76
User_804,2014-10-18,105.69
User_1075,2019-11-02,102.36
User_1586,2017-11-11,95.9
User_737,2017-01-05,105.16
User_1723,2016-02-14,107.12
User_1281,2016-03-29,95.55
User_792,2016-09-06,108.89
User_7,2024-02-25,102.89
User_1275,2022-04-09,96.66
User_489,2022-03-04,95.02
User_1893,2023-01-15,101.86
User_1342,2021-05-14,98.32
User_1867,2020-10-03,97.56
User_1127,2020-12-11,101.05
User_581,2021-11-16,107.27
User_499,2015-12-31,94.69
User_1333,2016-09-01,103.1
User_603,2022-03-23,96.36
User_25,2018-06-09,102.33
User_1447,2014-07-13,96.34
User_1659,2020-12-23,91.39
User_1457,2014-06-13,101.82
User_1567,2022-06-14,90.28
User_1396,2016-01-21,102.2
User_815,2022-05-05,94.56
User_1270,2023-04-03,91.04
User_860,2021-11-29,107.69
User_852,2023-11-01,98.61
User_986,2021-11-20,107.58
User_1055,2023-05-16,108.81
User_1218,2020-02-29,97.2
User_1801,2023-08-01,92.25
User_1948,2022-04-19,98.9
User_377,2015-09-08,90.35
User_733,2021-02-28,106.53
User_1473,2014-07-22,107.01
User_1432,2019-08-16,90.5
User_1152,2021-09-18,101.73
User_814,2020-09-03,100.39
User_1659,2023-03-13,90.59
User_1352,2018-09-25,103.54
User_294,2015-11-01,99.5
User_1020,2016-09-25,106.94
User_1306,2016-04-17,101.81
User_843,2018-06-25,108.52
User_757,2022-04-19,101.04
User_1875,2021-09-09,104.11
User_1972,2017-10-14,99.32
User_1071,2022-10-13,94.49
User_165,2017-03-19,99.85
User_321,2018-10-10,94.01
User_1132,2020-11-22,92.58
User_113,2024-04-13,109.62
User_1250,2017-09-20,92.13
User_782,2020-11-27,98.86
User_1057,2015-03-08,91.29
User_1864,2016-01-10,92.49
User_755,2023-12-14,108.94
User_734,2015-01-20,91.93
User_817,2016-02-11,102.16
User_501,2015-03-06,104.03
User_1719,2016-11-22,92.86
User_1640,2019-05-26,103.2
User_1824,2014-07-22,97.45
User_691,2014-08-20,97.36
User_1067,2016-01-11,96.55
User_603,2016-05-31,105.13
User_613,2015-07-16,99.58
User_1203,2016-07-02,105.68
User_707,2023-09-04,96.45
User_1956,2024-02-23,101.69
User_1627,2017-03-26,102.4
User_1665,2023-03-04,98.44
User_425,2018-08-17,92.85
User_845,2019-01-17,99.79
User_175,2020-11-05,97.08
User_1240,2020-03-13,101.66
User_893,2016-09-09,92.6
User_1048,2020-08-23,106.67
User_749,2020-11-11,98.64
User_1941,2017-02-07,90.86
User_1422,2015-07-18,90.53
User_1815,2021-07-16,108.37
User_1105,2020-08-19,106.34
User_1817,2023-01-14,100.89
User_1494,2018-07-17,91.44
User_1720,2023-04-21,107.19
User_1485,2023-09-09,100.14
User_525,2018-05-09,107.92
User_1314,2016-07-19,100.64
User_49,2015-10-28,97.3
User_1376,2022-03-28,103.6
User_291,2017-01-21,95.52
User_369,2018-03-03,99.98
User_1005,2018-10-31,93.33
User_1303,2016-12-17,90.84
User_1262,2022-07-19,93.47
User_617,2015-03-08,106.18
User_1606,2019-07-29,100.13
User_839,2019-09-10,109.75
User_1181,2021-11-24,100.53
User_1116,2015-07-29,99.57
User_744,2015-08-06,91.21
User_511,2018-09-12,91.05
User_1148,2023-05-11,102.15
User_582,2016-11-17,93.83
User_107,2014-10-09,96.57
User_1380,2016-03-02,107.12
User_1673,2015-06-27,103.57
User_1800,2021-01-25,93.47
User_1081,2014-10-22,96.49
User_140,2023-11-12,99.15
User_886,2021-06-23,95.12
User_1437,2021-08-26,94.0
User_1361,2018-04-03,93.37
User_244,2017-11-04,100.8
User_983,2023-05-15,98.84
User_582,2014-09-08,100.97
User_310,2017-07-21,109.16
User_791,2016-10-08,92.24
User_1358,2015-01-29,96.83
User_1554,2020-12-28,109.58
User_1708,2022-10-04,91.55
User_1631,2016-12-01,102.1
User_1880,2019-09-30,92.61
User_19,2022-10-05,101.26
User_302,2023-09-16,91.93
User_1902,2020-08-18,109.65
User_1948,2020-11-23,107.18
User_1121,2020-01-01,91.62
User_321,2017-12-20,106.22
User_713,2017-08-20,97.02
User_1680,2020-08-17,109.98
User_388,2023-10-20,97.64
User_1516,2017-11-06,90.44
User_1582,2023-08-04,108.04
User_1887,2022-11-04,104.96
User_136,2022-10-19,106.05
User_710,2023-04-01,91.33
User_473,2017-11-18,90.66
User_1182,2018-06-07,90.69
User_1966,2022-11-10,92.8
User_1661,2024-01-30,92.41
User_92,2022-05-25,92.05
User_564,2017-07-09,105.93
User_98,2020-01-31,92.47
User_437,2019-09-09,103.3
User_1512,2020-11-10,102.53
User_505,2021-01-19,93.77
User_1566,2021-02-27,108.91
User_750,2021-02-01,100.27
User_375,2020-04-30,107.83
User_561,2015-06-27,92.72
User_470,2018-11-13,109.42
User_1242,2023-01-05,96.33
User_822,2015-05-24,107.69
User_1496,2024-02-12,93.69
User_1549,2015-12-06,105.45
User_1626,2015-03-30,104.14
User_1189,2016-01-06,103.01
User_1402,2024-03-29,93.69
User_16,2021-10-27,103.61
User_1177,2016-09-11,105.54
User_560,2017-12-04,93.01
User_472,2017-12-05,98.61
User_1411,2019-05-09,102.61
User_1559,2016-02-07,103.4
User_126,2021-08-26,101.78
User_1444,2020-10-13,105.77
User_789,2018-10-25,94.78
User_797,2020-04-18,92.65
User_1260,2021-12-06,98.7
User_657,2014-09-05,100.29
User_1569,2014-09-17,97.02
User_364,2015-10-04,100.55
User_811,2018-04-06,102.97
User_420,2018-02-17,107.88
User_253,2023-11-01,90.44
User_1174,2017-06-14,96.29
User_1138,2020-07-15,98.17
User_679,2014-05-17,95.77
User_1986,2014-08-31,90.93
User_990,2016-02-07,91.36
User_892,2016-06-19,109.33
User_551,2015-12-03,91.64
User_586,2015-08-21,105.88
User_303,2017-01-07,92.87
User_1377,2016-01-20,93.2
User_844,2021-05-04,109.45
User_106,2017-03-12,92.09
User_1057,2023-04-08,93.19
User_1098,2015-01-04,101.76
User_1269,2019-10-22,103.51
User_1051,2016-05-26,105.86
User_1438,2017-06-20,105.97
User_1372,2021-11-08,91.44
User_1314,2018-06-04,100.86
User_795,2016-09-11,106.71
User_1638,2020-02-03,109.33
User_1045,2020-03-06,99.98
User_1631,2018-05-28,107.83
User_664,2023-06-30,98.96
User_733,2014-08-10,109.81
User_1612,2023-02-20,94.88
User_1605,2024-03-24,92.58
User_968,2019-02-09,103.53
User_1672,2015-11-07,101.4
User_790,2019-10-30,105.07
User_1485,2016-07-04,108.3
User_815,2016-01-18,97.6
User_1788,2023-10-31,95.54
User_1639,2016-10-24,99.9
User_996,2014-05-29,91.74
User_662,2016-01-10,102.61
User_643,2024-03-26,98.75
User_169,2019-04-19,106.19
User_625,2019-12-24,96.57
User_1914,2020-01-22,102.96
User_969,2019-01-30,107.9
User_1921,2023-04-16,94.89
User_1807,2019-06-11,104.47
User_987,2017-06-27,93.45
User_1057,2016-05-05,101.11
User_1687,2017-06-17,101.32
User_1206,2022-06-30,107.91
User_471,2020-12-15,105.18
User_1773,2020-03-26,108.85
User_1064,2020-09-15,97.49
User_1832,2022-11-07,96.45
User_795,2019-02-15,100.56
User_360,2016-12-12,109.89
User_1148,2021-06-25,95.96
User_1538,2022-02-18,92.08
User_798,2017-03-28,100.11
User_395,2015-09-07,100.61
User_539,2020-03-30,93.55
User_704,2017-02-28,106.57
User_846,2015-05-06,92.85
User_409,2017-10-27,108.11
User_765,2014-07-07,106.33
User_258,2017-04-27,105.46
User_163,2024-05-01,103.11
User_1111,2019-06-12,102.67
User_655,2017-05-31,106.92
User_1489,2022-04-11,108.39
User_156,2023-06-22,95.6
User_1296,2024-01-24,97.98
User_930,2023-03-08,101.78
User_1901,2022-05-19,96.49
User_1671,2018-06-26,103.26
User_662,2022-06-18,91.73
User_291,2016-12-07,99.3
User_1970,2019-12-03,103.04
User_1774,2016-01-13,90.63
User_1923,2016-06-06,98.49
User_919,2020-11-30,94.01
User_754,2021-10-22,108.71
User_1958,2015-01-29,100.7
User_1952,2016-02-15,105.5
User_47,2018-04-16,101.24
User_179,2018-01-08,94.49
User_1267,2017-03-13,97.08
User_1861,2022-02-16,91.89
User_886,2017-11-24,107.94
User_120,2021-11-19,99.03
User_1114,2019-02-01,102.77
User_846,2019-08-14,96.24
User_1,2022-04-07,98.42
User_1817,2016-10-02,92.04
User_459,2024-03-25,91.24
User_864,2014-07-04,108.56
User_493,2016-09-09,106.57
User_715,2022-12-10,104.77
User_56,2016-10-17,92.21
User_505,2021-06-26,107.52
User_1841,2016-04-29,103.31
User_1406,2017-10-22,104.62
User_206,2020-12-31,102.9
User_254,2016-07-25,97.48
User_1493,2017-09-02,100.25
User_1657,2022-08-13,107.26
User_783,2021-10-07,92.46
User_684,2016-07-25,100.63
User_1538,2015-10-17,96.37
User_910,2018-02-06,106.23
User_59,2015-05-11,101.37
User_238,2016-04-12,109.68
User_206,2015-11-19,92.22
